ts,t,h
"1487420076","22.8","37.5"
"1487420377","22.8","37.5"
"1487420678","22.7","37.6"
"1487420980","22.7","37.5"
"1487421280","22.8","37.6"
"1487421581","22.7","37.7"
"1487421882","22.7","37.7"
"1487422485","22.6","37.8"
"1487423088","22.6","37.9"
"1487423389","22.6","38.1"
"1487423690","22.5","38.0"
"1487423991","22.6","38.2"
"1487424292","22.4","38.2"
"1487424895","22.3","38.2"
"1487425195","22.3","38.2"
"1487425798","22.2","38.3"
"1487426099","22.2","38.4"
"1487426399","22.2","38.4"
"1487426700","22.2","38.3"
"1487427001","22.1","38.3"
"1487427302","22.1","38.3"
"1487427602","22.1","38.4"
"1487427903","22.1","38.4"
"1487428204","22.1","38.4"
"1487428505","22.0","38.2"
"1487428806","22.0","38.3"
"1487429107","22.0","38.3"
"1487429409","22.0","38.3"
"1487429710","22.0","38.2"
"1487430011","22.0","38.2"
"1487430313","21.9","38.2"
"1487430915","21.9","38.2"
"1487431217","21.8","38.2"
"1487431518","21.9","38.3"
"1487431819","21.8","38.3"
"1487432120","21.9","38.3"
"1487432722","21.8","38.2"
"1487433024","21.8","38.3"
"1487433324","21.8","38.4"
"1487433625","21.8","38.4"
"1487433925","21.8","38.4"
"1487434227","21.8","38.3"
"1487434528","21.7","38.3"
"1487434829","21.7","38.4"
"1487435131","21.7","38.3"
"1487435432","21.7","38.3"
"1487435732","21.7","38.3"
"1487436034","21.6","38.3"
"1487436637","21.7","38.4"
"1487436938","21.7","38.4"
"1487437238","21.6","38.3"
"1487437539","21.6","38.3"
"1487437839","21.6","38.3"
"1487438141","22.0","38.0"
"1487438442","22.1","37.9"
"1487438744","22.2","37.7"
"1487439045","22.2","37.6"
"1487439346","22.3","37.7"
"1487439647","22.3","37.7"
"1487439949","22.5","37.6"
"1487440249","22.5","37.6"
"1487440852","22.6","37.6"
"1487441152","22.7","37.6"
"1487441453","22.8","37.7"
"1487441754","22.8","37.7"
"1487442054","22.9","37.6"
"1487442355","22.9","37.6"
"1487442656","23.0","37.7"
"1487442956","23.0","37.6"
"1487443257","23.2","37.5"
"1487443560","23.2","37.4"
"1487443861","23.2","36.9"
"1487444162","23.3","37.1"
"1487444463","23.3","37.1"
"1487444764","23.3","37.1"
"1487445065","23.4","37.1"
"1487445365","23.3","37.1"
"1487445666","23.4","37.0"
"1487445967","23.3","37.1"
"1487446268","23.2","37.1"
"1487446569","23.3","37.1"
"1487446869","23.2","37.1"
"1487447171","23.2","37.2"
"1487447472","23.2","37.1"
"1487448076","23.1","37.4"
"1487448376","23.1","37.3"
"1487448677","23.2","37.2"
"1487448979","23.1","37.3"
"1487449280","23.1","37.3"
"1487449580","23.1","37.5"
"1487449881","23.0","37.5"
"1487450182","23.0","37.4"
"1487450483","23.1","37.4"
"1487450783","23.1","37.4"
"1487451084","23.1","37.5"
"1487451385","23.1","37.5"
"1487451686","23.0","37.5"
"1487452593","22.9","37.6"
"1487453197","22.8","37.6"
"1487454712","22.7","37.8"
"1487455013","22.7","37.9"
"1487455315","22.7","37.9"
"1487455617","22.6","38.0"
"1487455919","22.6","38.1"
"1487456222","22.6","38.1"
"1487456523","22.6","38.2"
"1487456824","22.6","38.2"
"1487457125","22.5","38.2"
"1487457728","22.5","38.2"
"1487458030","22.5","38.1"
"1487458331","22.4","38.2"
"1487458632","22.4","38.2"
"1487459234","22.5","38.1"
"1487459535","22.6","38.1"
"1487459835","22.6","38.1"
"1487460136","22.6","38.0"
"1487460437","22.6","38.0"
"1487460738","22.5","38.1"
"1487461039","22.6","38.1"
"1487461340","22.6","38.0"
"1487461641","22.5","38.2"
"1487461942","22.5","38.1"
"1487462243","22.5","38.1"
"1487462545","22.5","38.1"
"1487462845","22.5","38.1"
"1487463146","22.6","38.1"
"1487463448","22.4","38.1"
"1487463749","22.4","38.1"
"1487464051","22.5","38.0"
"1487464653","22.4","37.9"
"1487464954","22.2","38.4"
"1487465257","22.3","38.4"
"1487465557","22.3","38.4"
"1487465859","22.3","38.4"
"1487466160","22.3","38.3"
"1487466462","22.2","38.2"
"1487467065","22.2","38.3"
"1487467367","22.3","38.2"
"1487467668","22.2","38.1"
"1487468271","22.2","38.1"
"1487468573","22.2","38.2"
"1487469177","22.2","38.2"
"1487469478","22.2","38.1"
"1487469779","22.2","38.0"
"1487470080","22.2","38.0"
"1487470381","22.2","38.1"
"1487470983","22.1","38.2"
"1487471586","22.1","38.3"
"1487471887","22.1","38.4"
"1487472189","22.1","38.4"
"1487472489","22.1","38.4"
"1487472790","22.0","38.4"
"1487473091","22.1","38.2"
"1487473392","22.1","38.4"
"1487473693","22.0","38.3"
"1487473994","22.0","38.3"
"1487474295","22.0","38.3"
"1487474596","22.0","38.4"
"1487474896","21.9","38.3"
"1487475198","22.0","38.6"
"1487475499","21.9","38.5"
"1487475800","21.9","38.8"
"1487476100","21.9","38.8"
"1487476401","21.9","38.8"
"1487476702","21.9","38.8"
"1487477002","21.9","38.8"
"1487477303","21.9","38.9"
"1487477604","21.8","38.9"
"1487477904","21.8","38.9"
"1487478507","21.8","38.8"
"1487478807","21.8","38.9"
"1487479410","21.8","39.0"
"1487479711","21.8","38.9"
"1487480615","21.9","39.0"
"1487480917","22.1","38.8"
"1487481218","22.1","38.8"
"1487481519","22.3","38.9"
"1487481819","22.3","38.9"
"1487482120","22.4","38.9"
"1487482421","22.4","38.9"
"1487482722","22.6","38.9"
"1487483022","22.6","38.9"
"1487483324","22.7","38.8"
"1487483624","22.7","38.8"
"1487484228","22.9","38.7"
"1487484530","23.0","38.7"
"1487484830","23.0","38.7"
"1487485132","23.1","38.6"
"1487485735","23.2","38.6"
"1487486035","23.2","38.6"
"1487486336","23.2","38.6"
"1487486638","23.1","38.5"
"1487486939","23.2","38.6"
"1487487239","23.1","38.6"
"1487487540","23.1","38.7"
"1487488143","23.0","38.6"
"1487488444","23.0","38.7"
"1487488745","23.0","38.7"
"1487489047","22.9","38.8"
"1487489649","22.9","38.9"
"1487489951","22.8","39.0"
"1487490252","22.8","39.0"
"1487490552","22.8","39.1"
"1487490853","22.9","39.1"
"1487491154","22.9","39.1"
"1487491455","22.8","39.0"
"1487491756","22.8","39.0"
"1487492057","22.8","39.1"
"1487492358","22.8","39.1"
"1487492659","22.7","39.0"
"1487492960","22.7","39.0"
"1487493261","22.7","39.1"
"1487493562","22.6","38.9"
"1487494166","22.7","38.9"
"1487494467","22.7","38.9"
"1487494767","22.7","38.9"
"1487495069","22.7","38.8"
"1487495370","22.7","38.8"
"1487495671","22.7","38.9"
"1487495972","22.6","38.8"
"1487496273","22.6","38.8"
"1487496573","22.6","38.8"
"1487496874","22.6","38.9"
"1487497175","22.6","38.9"
"1487497477","22.6","38.8"
"1487497778","22.6","38.8"
"1487498078","22.6","38.8"
"1487498379","22.5","38.8"
"1487498680","22.5","38.9"
"1487499282","22.5","38.8"
"1487499583","22.5","38.7"
"1487499884","22.5","38.8"
"1487500185","22.6","38.8"
"1487500486","22.5","38.7"
"1487500787","22.6","38.6"
"1487501089","22.5","38.7"
"1487501389","22.5","38.7"
"1487501691","22.5","38.7"
"1487501992","22.6","38.8"
"1487502292","22.5","38.7"
"1487502593","22.5","38.7"
"1487502894","22.5","38.7"
"1487503195","22.5","39.2"
"1487503495","22.4","39.1"
"1487503796","22.4","39.2"
"1487504098","22.4","39.2"
"1487504399","22.5","39.1"
"1487504700","22.5","39.1"
"1487505303","22.5","39.3"
"1487505604","22.4","39.1"
"1487505904","22.5","39.3"
"1487506206","22.4","39.4"
"1487506506","22.4","39.4"
"1487506808","22.5","39.2"
"1487507110","22.5","39.3"
"1487507410","22.5","39.3"
"1487507711","22.7","39.0"
"1487508012","22.6","38.9"
"1487508313","22.8","38.9"
"1487509222","23.1","38.4"
"1487509828","23.1","38.8"
"1487510131","23.3","38.7"
"1487510432","23.3","38.7"
"1487510733","23.4","38.5"
"1487511337","23.7","38.4"
"1487511639","23.6","38.5"
"1487511940","23.6","38.5"
"1487512241","23.6","38.7"
"1487512543","23.7","38.5"
"1487512844","23.7","38.6"
"1487513145","23.7","38.6"
"1487513447","23.8","38.6"
"1487513748","23.8","38.4"
"1487514049","23.8","38.4"
"1487514349","23.8","38.4"
"1487514650","23.8","38.3"
"1487514950","23.8","38.3"
"1487515251","23.9","38.2"
"1487515551","23.8","38.2"
"1487515853","23.9","38.1"
"1487516154","23.9","38.1"
"1487516756","23.8","38.1"
"1487517057","23.8","38.3"
"1487517358","23.8","38.3"
"1487517659","23.8","38.2"
"1487517959","23.8","38.2"
"1487518260","23.7","38.8"
"1487518561","23.6","38.7"
"1487518861","23.7","38.8"
"1487519162","23.6","38.8"
"1487519463","23.4","37.6"
"1487519764","23.4","37.6"
"1487520064","22.8","36.4"
"1487520365","22.5","36.4"
"1487520666","22.5","39.3"
"1487520967","22.9","38.7"
"1487521269","23.1","38.2"
"1487521570","23.2","38.1"
"1487521871","23.2","38.1"
"1487522171","23.2","38.1"
"1487522472","23.2","38.2"
"1487522772","23.2","38.2"
"1487523073","23.2","38.1"
"1487523374","23.2","38.3"
"1487523676","23.1","38.3"
"1487523976","23.1","38.3"
"1487524882","23.1","38.4"
"1487525183","23.1","38.5"
"1487525484","23.1","38.7"
"1487525785","23.0","38.5"
"1487526086","23.0","38.6"
"1487526387","23.0","38.5"
"1487526688","23.1","38.6"
"1487526989","23.0","38.6"
"1487527290","23.0","38.6"
"1487527591","23.0","38.5"
"1487527892","23.0","38.5"
"1487528192","23.0","38.6"
"1487528493","22.9","38.6"
"1487528793","23.0","38.6"
"1487529094","23.0","38.6"
"1487529395","22.9","38.7"
"1487529696","22.9","38.9"
"1487529996","22.8","38.8"
"1487530297","22.9","38.6"
"1487530598","22.9","38.6"
"1487530898","23.0","38.5"
"1487531199","22.9","38.5"
"1487531499","22.9","38.4"
"1487531800","22.8","38.8"
"1487532101","22.7","39.0"
"1487532401","22.7","38.9"
"1487532702","22.8","38.7"
"1487533002","22.8","38.7"
"1487533303","22.7","38.7"
"1487533603","22.7","38.9"
"1487533904","22.7","38.8"
"1487534205","22.7","39.0"
"1487534505","22.7","39.1"
"1487534806","22.8","39.0"
"1487535107","22.7","39.0"
"1487535408","22.7","39.2"
"1487535709","22.7","39.2"
"1487536011","22.7","39.3"
"1487536311","22.7","39.4"
"1487536613","22.6","39.7"
"1487536914","22.6","39.5"
"1487537214","22.6","39.5"
"1487537515","22.7","39.4"
"1487537815","22.7","39.5"
"1487538116","22.7","39.4"
"1487538417","22.7","39.3"
"1487538718","22.7","39.4"
"1487539019","22.7","39.4"
"1487539320","22.7","39.4"
"1487539621","22.7","39.3"
"1487539921","22.7","39.3"
"1487540222","22.6","39.3"
"1487540523","22.7","39.3"
"1487540823","22.7","39.4"
"1487541124","22.6","39.5"
"1487541424","22.6","39.4"
"1487541725","22.6","39.3"
"1487542026","22.6","39.2"
"1487542326","22.5","39.5"
"1487542627","22.5","39.4"
"1487542928","22.6","39.2"
"1487543229","22.6","39.2"
"1487543529","22.6","39.1"
"1487543831","22.5","39.1"
"1487544131","22.6","39.1"
"1487544432","22.5","39.2"
"1487544733","22.5","39.2"
"1487545035","22.5","39.2"
"1487545335","22.5","39.1"
"1487545636","22.5","39.2"
"1487545937","22.5","39.2"
"1487546237","22.4","39.1"
"1487546538","22.4","39.2"
"1487546838","22.6","39.2"
"1487547139","22.6","38.9"
"1487547440","22.8","38.8"
"1487547741","22.8","38.8"
"1487548042","22.8","38.8"
"1487548343","23.0","38.8"
"1487548644","22.9","38.7"
"1487548945","23.2","38.8"
"1487549246","23.2","38.8"
"1487549548","23.3","38.6"
"1487549849","23.4","38.6"
"1487550150","23.4","38.6"
"1487550451","23.4","38.5"
"1487550752","23.5","38.7"
"1487551357","23.5","38.6"
"1487551659","23.4","38.5"
"1487551961","23.5","38.6"
"1487552262","23.4","38.5"
"1487552565","23.4","38.5"
"1487552867","23.4","38.4"
"1487553168","23.4","38.4"
"1487553469","23.4","38.4"
"1487553771","23.4","38.7"
"1487554073","23.3","38.6"
"1487554375","23.3","38.7"
"1487554677","23.3","38.7"
"1487554979","23.2","38.7"
"1487555582","23.4","38.5"
"1487555883","23.4","38.7"
"1487556183","23.3","38.8"
"1487556484","22.4","35.1"
"1487556785","22.4","35.1"
"1487557085","22.4","38.2"
"1487557386","22.6","38.9"
"1487557687","22.8","38.6"
"1487557987","22.8","38.7"
"1487558288","22.8","38.6"
"1487558589","22.8","38.6"
"1487558890","22.8","38.6"
"1487559190","22.8","38.6"
"1487559491","22.8","38.6"
"1487559792","22.8","38.7"
"1487560093","22.7","38.8"
"1487560393","22.7","38.8"
"1487560694","22.7","38.8"
"1487560995","22.6","38.8"
"1487561295","22.6","38.8"
"1487561596","22.6","38.9"
"1487561897","22.6","38.9"
"1487562197","22.6","38.9"
"1487562498","22.5","38.8"
"1487562799","22.5","38.9"
"1487563099","22.5","38.9"
"1487563400","22.5","39.0"
"1487563700","22.5","39.0"
"1487564001","22.5","39.1"
"1487564301","22.5","39.2"
"1487564602","22.5","39.2"
"1487564903","22.4","39.1"
"1487565204","22.4","39.2"
"1487565504","22.4","39.2"
"1487565805","22.5","39.3"
"1487566105","22.4","39.2"
"1487566406","22.5","39.2"
"1487566706","22.4","39.3"
"1487567007","22.4","39.3"
"1487567308","22.4","39.2"
"1487567609","22.3","39.1"
"1487567909","22.3","39.3"
"1487568210","22.3","39.2"
"1487568510","22.3","39.2"
"1487568811","22.4","39.3"
"1487569111","22.3","39.2"
"1487569412","22.4","39.4"
"1487569713","22.3","39.4"
"1487570013","22.3","39.5"
"1487570314","22.3","39.5"
"1487570614","22.3","39.5"
"1487570916","22.3","39.5"
"1487571216","22.2","39.4"
"1487571517","22.2","39.4"
"1487571818","22.3","39.6"
"1487572119","22.2","39.5"
"1487572419","22.2","39.5"
"1487572720","22.2","39.6"
"1487573021","22.2","39.6"
"1487573321","22.3","39.7"
"1487573622","22.3","39.5"
"1487573922","22.2","39.6"
"1487574223","22.1","39.8"
"1487574524","22.2","39.6"
"1487574824","22.2","39.6"
"1487575125","22.1","39.6"
"1487575425","22.1","39.7"
"1487575726","22.1","39.6"
"1487576027","22.1","39.8"
"1487576328","22.2","39.8"
"1487576629","22.2","39.7"
"1487576929","22.2","39.6"
"1487577230","22.1","39.7"
"1487577530","22.1","39.6"
"1487577832","22.1","39.7"
"1487578132","22.1","39.6"
"1487578433","22.1","39.6"
"1487578734","22.2","39.6"
"1487579035","22.1","39.5"
"1487579336","22.1","39.5"
"1487579637","22.0","39.6"
"1487579937","22.1","39.9"
"1487580238","22.2","40.8"
"1487580538","22.2","41.3"
"1487580839","22.2","41.3"
"1487581139","22.1","41.5"
"1487581440","22.1","41.5"
"1487581740","22.2","41.3"
"1487582041","22.1","41.2"
"1487582342","22.1","40.9"
"1487582643","22.1","40.7"
"1487582944","22.1","40.7"
"1487583244","22.1","40.9"
"1487583545","22.1","40.8"
"1487583846","22.1","40.7"
"1487584146","22.1","40.6"
"1487584447","22.1","40.6"
"1487584747","22.1","40.7"
"1487585048","22.1","40.6"
"1487585349","22.1","40.6"
"1487585650","22.1","40.8"
"1487585951","22.1","40.5"
"1487586251","22.1","40.5"
"1487586552","22.1","40.4"
"1487586852","22.2","40.5"
"1487587153","22.1","40.5"
"1487587453","22.2","40.4"
"1487587754","22.2","40.5"
"1487588056","22.1","40.4"
"1487588357","22.1","40.4"
"1487588658","22.1","40.3"
"1487588958","22.1","40.2"
"1487589259","22.1","40.3"
"1487589561","22.1","40.2"
"1487589861","22.1","40.2"
"1487590162","22.1","40.3"
"1487590462","22.1","40.3"
"1487590763","22.1","40.2"
"1487591063","22.1","40.2"
"1487591364","22.1","40.1"
"1487591665","22.1","39.9"
"1487591966","22.1","39.9"
"1487592267","22.1","40.0"
"1487592567","22.1","40.0"
"1487592868","22.2","39.9"
"1487593169","22.0","40.1"
"1487593469","22.0","40.1"
"1487593770","22.1","40.2"
"1487594070","22.1","40.0"
"1487594371","22.1","40.2"
"1487594671","22.1","40.0"
"1487594972","22.1","40.0"
"1487595273","22.1","40.2"
"1487595573","22.1","40.2"
"1487595874","22.1","40.2"
"1487596174","22.0","40.1"
"1487596475","22.0","40.5"
"1487596776","22.0","40.4"
"1487597076","22.1","40.3"
"1487597377","22.2","40.3"
"1487597677","22.3","40.3"
"1487597978","22.4","40.3"
"1487598279","22.5","40.1"
"1487598579","22.5","40.0"
"1487598881","22.7","40.2"
"1487599181","22.6","40.1"
"1487599483","22.8","40.0"
"1487599784","22.9","40.1"
"1487600084","22.9","40.1"
"1487600386","23.0","40.0"
"1487600686","23.1","40.1"
"1487600987","23.1","40.0"
"1487601287","23.2","40.1"
"1487601588","23.2","40.1"
"1487601889","23.3","40.0"
"1487602189","23.3","40.0"
"1487602490","23.3","39.8"
"1487602790","23.3","39.8"
"1487603091","23.3","39.7"
"1487603391","23.3","39.6"
"1487603692","23.3","39.6"
"1487603992","23.3","39.5"
"1487604293","23.4","39.3"
"1487604594","23.3","39.2"
"1487604894","23.3","39.3"
"1487605195","23.2","39.4"
"1487605495","23.2","39.4"
"1487605796","23.2","39.3"
"1487606096","23.2","39.4"
"1487606397","23.1","39.5"
"1487606698","23.1","39.5"
"1487606999","23.0","39.3"
"1487607300","23.1","39.4"
"1487607600","23.0","39.5"
"1487607901","23.0","39.5"
"1487608201","22.9","39.5"
"1487608502","22.8","39.5"
"1487608803","22.8","39.5"
"1487609104","22.8","39.5"
"1487609405","22.8","39.4"
"1487609706","22.7","39.3"
"1487610007","22.8","39.4"
"1487610307","22.7","39.3"
"1487610608","22.8","39.3"
"1487610908","22.7","39.2"
"1487611209","22.7","39.3"
"1487611511","22.8","39.2"
"1487611811","22.8","39.3"
"1487612112","22.9","39.2"
"1487612414","22.9","39.2"
"1487612715","22.8","39.3"
"1487613016","22.8","39.3"
"1487613317","22.8","39.3"
"1487613618","22.8","39.4"
"1487613919","22.8","39.4"
"1487614221","22.9","39.4"
"1487614522","22.9","39.4"
"1487614822","22.8","39.4"
"1487615123","22.8","39.3"
"1487615423","22.8","39.4"
"1487615724","22.7","39.4"
"1487616025","22.7","39.5"
"1487616325","22.7","39.5"
"1487616626","22.7","39.0"
"1487616928","22.6","38.7"
"1487617229","22.6","38.7"
"1487617529","22.7","38.5"
"1487617830","22.8","38.5"
"1487618130","23.2","38.5"
"1487618431","23.3","38.5"
"1487618732","23.5","38.3"
"1487619032","23.5","38.2"
"1487619333","23.7","38.1"
"1487619936","23.8","37.9"
"1487620237","23.8","37.9"
"1487620839","24.0","38.0"
"1487621140","24.0","37.9"
"1487621440","24.1","37.9"
"1487621741","24.0","38.0"
"1487622041","24.0","38.3"
"1487622342","24.1","38.2"
"1487622644","23.9","38.8"
"1487622944","23.6","38.2"
"1487623245","23.6","39.0"
"1487623545","23.6","38.4"
"1487623846","23.6","39.3"
"1487624147","23.5","39.4"
"1487624448","23.5","39.3"
"1487624749","23.4","38.5"
"1487625050","23.4","39.4"
"1487625351","23.4","39.4"
"1487625654","23.3","39.4"
"1487626259","23.3","39.5"
"1487626561","23.3","39.4"
"1487626864","23.2","39.6"
"1487627470","23.3","39.7"
"1487627771","23.3","39.5"
"1487628073","23.3","39.4"
"1487628374","23.3","39.4"
"1487628674","23.3","39.5"
"1487628975","23.2","39.6"
"1487629275","23.2","39.8"
"1487629576","23.2","39.8"
"1487629877","23.2","39.4"
"1487630177","23.2","39.4"
"1487630478","22.8","37.4"
"1487630779","22.5","39.4"
"1487631079","22.7","39.9"
"1487631380","22.8","39.7"
"1487631680","22.9","39.7"
"1487631981","22.8","39.7"
"1487632281","22.8","39.7"
"1487632582","22.8","39.8"
"1487632882","22.8","39.8"
"1487633183","22.8","39.8"
"1487633484","22.8","39.8"
"1487633784","22.7","39.8"
"1487634086","22.7","39.8"
"1487634386","22.7","39.8"
"1487634687","22.8","39.7"
"1487634987","22.8","39.9"
"1487635288","22.6","39.9"
"1487635589","22.6","39.9"
"1487635890","22.6","40.0"
"1487636191","22.6","40.0"
"1487636492","22.6","40.0"
"1487636793","22.6","40.0"
"1487637093","22.6","40.0"
"1487637394","22.6","40.0"
